,Microsoft,Apple,Amazon,Google,Facebook,Johnson & Johnson,Walmart,Procter & Gamble,JPMorgan Chase,UnitedHealth Group,Intel,Verizon,AT&T,The Home Depot,Merck,Pfizer,CocaCola,Bank of America,Netflix,Pepsi,Disney,Cisco,NVIDIA,Exxon,Abbott Laboratories,Oracle,Comcast,Adobe,Chevron,Eli Lilly,Covid-19,Pandemic,presidential election,Lockdown,Face masks,Coronavirus,Quarantine,EDD,sba loans,unemployment check,swine flu,flu,zika
2011-03-09,89.24000000000002,18.36,24.6,47.94,67.2,77.0,26.64,41.48,42.88,61.6,77.35000000000002,65.45,32.56,12.54,89.24000000000002,56.76000000000001,38.5,38.7,42.0,18.46,30.15,90.09,82.8,51.0,19.47,93.0,69.7,97.0,35.34,64.5,0.0,1.58,0.67,0.52,0.26,0.0,0.72,11.04,1.96,1.08,3.92,6.0200000000000005,0.0
2011-03-10,87.4,19.8,24.9,47.43,67.2,55.44,27.72,42.16,47.36,13.6,78.26,72.38,32.56,13.3,71.76,50.82,39.05,38.7,39.9,14.82,29.7,96.03,81.9,41.82,11.88,85.0,71.33999999999997,98.0,36.48,41.28,0.0,1.32,0.68,0.53,0.24,0.0,0.5700000000000001,10.44,2.36,0.72,2.52,5.53,0.0
2011-03-11,78.2,26.64,23.4,49.47,67.2,56.21,29.16,17.0,32.64,48.8,69.16,70.84,34.04,10.64,56.12000000000001,51.48,26.4,41.28,40.6,14.3,30.15,82.17,70.2,33.660000000000004,17.82,81.0,77.08,88.0,29.26,55.04,0.0,1.46,0.71,0.36,0.56,0.0,0.86,9.12,3.16,0.72,2.36,4.69,0.0
2011-03-12,61.64,29.88,23.1,47.94,70.4,41.58,32.04,0.0,30.08,28.8,59.15,65.45,33.3,13.3,50.6,27.06,36.3,33.54,53.2,12.74,36.9,43.56,78.3,24.99,12.21,31.0,79.53999999999998,80.0,21.28,21.5,0.0,1.54,0.43,0.54,1.0,0.0,0.5700000000000001,4.32,2.76,0.5,2.64,4.83,0.0
2011-03-13,59.8,24.84,21.0,45.9,64.8,15.4,29.52,23.8,20.48,29.6,63.7,59.29,28.86,10.26,28.52,18.48,43.45,24.08,51.8,15.86,37.8,36.63,81.9,27.54,8.58,26.0,63.13999999999999,73.0,27.36,34.4,0.0,0.96,0.22,0.41,0.42,0.0,0.59,5.88,2.28,0.78,3.16,4.62,0.0
2011-03-14,81.88000000000002,22.68,21.9,47.43,60.8,64.68,27.72,47.6,53.12000000000001,47.2,72.8,67.76,34.04,11.97,63.48,50.82,34.65000000000001,39.56,42.7,17.42,28.8,79.2,77.4,29.58,24.42,87.0,77.89999999999998,91.0,27.74,43.0,0.0,1.18,0.59,0.53,0.59,0.0,0.71,11.52,0.88,1.02,2.16,4.83,0.0
2011-03-15,83.72,20.52,22.8,48.96,66.4,63.14,26.64,44.2,46.08,44.0,80.99000000000002,70.07000000000001,33.3,13.11,67.16,66.0,34.65000000000001,43.86,42.7,19.5,29.7,93.06,74.7,34.17,21.78,92.0,80.36,96.0,33.82,58.48,0.0,1.64,0.49,0.5700000000000001,0.59,0.0,0.8,10.2,3.36,0.38,3.28,5.250000000000001,0.0
2011-03-16,85.56,19.8,24.3,48.45,68.8,60.06,27.0,42.16,47.36,20.8,73.71000000000002,68.53,32.56,11.4,65.32000000000001,58.08000000000001,45.65000000000001,40.42,42.7,20.02,29.7,90.09,72.9,36.72,13.86,90.0,77.89999999999998,100.0,27.36,51.6,0.0,0.84,0.37,0.27,0.33,0.0,0.54,10.8,2.64,1.62,2.2,4.69,0.0
2011-03-17,81.88000000000002,18.72,23.1,47.43,68.8,55.44,27.72,17.0,40.96,36.0,79.17,70.84,30.34,11.4,79.12,56.1,41.25,39.56,41.3,26.0,28.8,96.03,88.2,38.76,30.69,89.0,78.72,90.0,26.22,64.5,0.0,1.56,0.71,0.47,0.55,0.0,0.89,11.16,1.64,0.76,1.68,4.83,0.0
2011-03-18,82.8,19.8,23.1,47.94,70.4,63.91,28.44,18.360000000000007,43.52,30.4,78.26,71.61,33.3,12.54,63.48,46.2,33.550000000000004,43.0,46.2,23.66,29.7,79.2,73.8,34.17,6.2700000000000005,85.0,74.61999999999998,85.0,29.64,49.02,0.0,1.68,0.41,0.5,0.32,0.0,0.45,9.84,3.04,0.6,2.92,4.340000000000002,0.0
2011-03-19,65.32000000000001,21.96,26.1,46.41,78.4,33.88,33.12,22.44,28.8,18.4,74.62,69.3,34.04,15.96,43.24,25.08,25.85,36.98,63.7,16.900000000000002,36.9,41.58,90.0,25.5,7.92,36.0,80.36,84.0,19.76,31.82,0.0,1.66,0.29,0.36,0.52,0.0,0.88,7.92,3.84,0.96,2.36,4.0600000000000005,0.0
2011-03-20,67.16,21.6,27.0,44.88,76.80000000000003,30.03,33.84,0.0,19.2,27.200000000000006,70.98,69.3,59.2,13.87,43.24,27.72,17.6,29.24,69.3,15.86,38.7,39.6,75.60000000000002,29.07,12.87,29.0,71.33999999999997,77.0,22.8,58.48,0.0,1.42,0.32,0.3,0.73,0.0,0.37,6.24,2.6,0.0,2.32,4.9,0.0
2011-03-21,79.12,19.44,24.6,46.92,65.60000000000001,53.13,29.16,33.32,56.96,40.8,70.98,77.0,74.0,16.34,61.64,38.28,34.65000000000001,39.56,45.5,18.72,29.25,82.17,63.9,28.05,17.490000000000002,82.0,76.25999999999998,92.0,29.64,55.04,0.0,1.32,0.8,0.3,0.56,0.0,0.72,10.08,2.88,0.36,3.68,4.130000000000001,0.0
2011-03-22,86.48,19.44,27.6,48.45,69.60000000000001,72.38,27.36,41.48,57.6,41.6,82.81,73.15,51.8,17.1,84.64,50.16,52.25000000000001,36.98,56.0,19.5,29.25,93.06,74.7,26.52,33.0,90.0,76.25999999999998,96.0,28.88,61.92,0.0,1.52,0.68,0.33,0.39,0.0,0.72,9.12,2.08,0.9,2.64,4.69,0.0
2011-03-23,88.32000000000002,19.44,26.7,47.43,66.4,56.21,27.72,16.32,64.0,33.6,70.98,67.76,42.92,14.82,90.16,62.7,38.5,36.12,69.3,23.4,29.7,89.1,70.2,36.72,5.94,100.0,73.8,96.0,30.78,61.06,0.0,1.44,0.77,0.43,0.42,0.0,0.84,9.96,2.6,0.72,3.2,4.130000000000001,0.0
2011-03-24,87.4,18.72,24.6,49.98,67.2,72.38,27.36,67.32000000000001,36.48,41.6,80.08,65.45,37.0,15.2,79.12,42.9,44.0,37.84,44.1,24.44,30.6,99.0,81.9,38.76,11.88,95.0,72.97999999999998,92.0,27.36,55.04,0.0,1.5,0.99,0.41,0.25,0.0,0.64,9.48,2.0,0.36,2.8000000000000003,4.48,0.0
2011-03-25,80.96000000000002,18.72,24.6,48.45,68.8,70.07000000000001,29.52,52.36000000000001,26.24,21.6,77.35000000000002,69.3,37.0,12.35,65.32000000000001,42.9,55.00000000000001,42.14,45.5,20.28,31.5,86.13,78.3,34.68,12.21,93.0,73.8,94.0,34.2,50.74,0.0,1.48,0.91,0.42,0.31,0.0,0.43,11.4,1.64,0.58,3.08,3.99,0.0
2011-03-26,65.32000000000001,21.6,28.5,47.43,77.60000000000002,13.86,33.84,21.76,23.04,36.0,68.25,66.99,36.26,18.62,33.120000000000005,29.700000000000006,28.05,36.12,63.7,18.72,40.5,47.52,77.4,22.44,7.590000000000002,34.0,82.0,84.0,22.42,39.56,0.0,2.0,0.32,0.48,0.59,0.0,0.6900000000000001,6.6,2.04,0.94,2.28,3.640000000000001,0.0
2011-03-27,71.76,20.52,30.0,45.9,76.80000000000003,38.5,35.28,43.52,18.56,17.6,71.89,66.22,34.04,17.86,37.72,29.700000000000006,42.35,27.52,70.0,13.26,40.95,41.58,73.8,14.79,7.590000000000002,35.0,67.24,83.0,20.52,70.52,0.0,1.82,0.72,0.54,0.34,0.0,0.6900000000000001,5.2799999999999985,2.04,0.46,2.84,3.5000000000000004,0.0
2011-03-28,81.88000000000002,18.72,25.5,46.92,66.4,60.06,28.8,32.64,39.04,48.0,78.26,66.99,34.78,14.82,73.60000000000002,60.06,52.25000000000001,38.7,48.3,17.68,31.5,88.11,68.4,32.64,13.53,94.0,75.44,95.0,28.12,81.7,0.0,1.3,0.8200000000000001,0.51,0.32,0.0,1.0,9.6,2.32,1.24,2.2,4.2700000000000005,0.0
2011-03-29,85.56,18.0,27.9,47.94,68.0,66.99,29.88,33.32,53.76,55.2,77.35000000000002,67.76,34.04,18.43,89.24000000000002,52.8,47.85,39.56,44.8,18.98,32.4,84.15,73.8,35.19,13.53,96.0,79.53999999999998,91.0,24.7,64.5,0.0,1.84,0.73,0.39,0.26,0.0,0.59,9.84,2.32,1.08,3.64,4.550000000000002,0.0
2011-03-30,86.48,17.28,26.7,49.98,68.8,64.68,28.44,33.32,53.76,40.8,70.98,65.45,31.08,13.49,78.2,44.22,12.65,38.7,43.4,19.5,31.05,95.04,69.3,38.76,13.53,93.0,76.25999999999998,98.0,30.4,67.94,0.0,1.84,0.55,0.46,0.39,0.0,0.75,9.84,1.28,0.36,3.64,3.99,0.0
2011-03-31,83.72,17.64,25.8,51.0,72.0,60.06,27.36,49.64,50.56,20.8,74.62,65.45,31.82,12.54,79.12,40.26000000000001,52.8,42.14,42.0,21.84,31.05,89.1,66.60000000000001,33.660000000000004,13.53,93.0,73.8,91.0,30.02,86.0,0.0,1.8,0.74,0.32,0.23,0.0,0.7000000000000001,11.04,3.16,0.9,1.48,3.3600000000000003,0.0
2011-04-01,81.0,28.16,26.4,51.0,73.92,46.62,23.4,35.25,34.3,26.46,76.44,62.48,63.0,14.0,69.0,45.14,20.65,80.04,45.54,23.04,32.25,71.25,77.4,38.34,14.35,82.64999999999998,75.53,83.52,34.71,39.1,0.0,1.14,0.25,0.34,0.63,0.0,0.63,9.84,0.0,0.98,0.96,5.0,0.0
2011-04-02,64.8,31.68,27.9,46.41,78.96,25.16,27.0,22.5,19.6,34.02,74.75999999999998,62.48,60.48,13.6,43.24,28.06,13.57,69.6,62.78999999999999,19.44,40.85,36.1,86.0,24.840000000000003,12.3,32.3,81.33999999999997,83.52,23.01,28.05,0.0,1.46,0.42,0.4,0.9,0.0,0.95,7.199999999999998,1.62,0.7000000000000001,2.04,4.8500000000000005,0.0
2011-04-03,67.5,32.0,30.0,43.86,78.11999999999998,37.74,28.44,45.0,23.8,22.68,68.88,60.35,56.07,16.400000000000002,33.120000000000005,25.01,26.55,51.33,65.55,18.0,43.0,33.25,81.7,18.36,12.3,21.85,76.36,73.92,24.57,32.3,0.0,1.2,0.44,0.24,1.0,0.0,0.76,5.04,2.04,1.16,2.67,4.95,0.0
2011-04-04,83.7,27.2,27.3,44.37,65.52,61.42,23.04,41.25,40.6,33.480000000000004,74.75999999999998,58.93,58.59,12.2,65.32000000000001,42.7,14.75,70.47,47.61,21.84,31.82,66.5,66.22,36.18,18.04,77.89999999999998,73.03999999999998,87.36,31.59,62.9,0.0,1.26,0.74,0.28,0.44,0.0,0.49,10.2,1.5,1.04,2.28,4.800000000000002,0.0
2011-04-05,85.5,27.2,25.8,43.86,66.36,50.32,22.32,41.25,52.5,54.0,73.92,59.64,60.48,13.2,78.2,42.7,34.22,71.34,43.47,21.12,31.39,81.7,67.94,25.92,16.81,91.2,73.86999999999998,91.2,31.200000000000006,60.35,0.0,1.36,0.73,0.32,0.37,0.0,0.9,10.68,1.7999999999999998,1.26,3.0,4.7,0.0
2011-04-06,84.60000000000002,26.88,24.9,44.37,67.2,42.92,21.96,50.25,47.6,34.02,77.28,61.77,58.59,10.8,68.08,46.97,25.37,64.38,41.4,20.64,31.39,80.75,61.06,30.78,20.91,94.05,73.03999999999998,92.16,31.98,43.35,0.0,1.88,0.77,0.46,0.23,0.0,0.97,8.4,1.86,1.18,1.86,5.0,0.0
2011-04-07,84.60000000000002,26.88,25.2,43.86,67.2,60.68,23.04,58.5,38.5,17.28,72.24,55.38,56.07,11.4,76.36,45.14,35.4,68.73,42.78,21.6,30.53,82.64999999999998,61.06,30.24,9.43,84.55,68.06,89.28,33.54,56.95,0.0,1.74,0.55,0.36,0.15,0.0,0.86,8.04,1.86,1.3,2.97,4.55,0.0
2011-04-08,77.4,26.88,26.1,43.35,68.03999999999999,39.96,22.32,17.25,30.8,8.64,77.28,60.35,57.96,12.6,53.36,37.82,15.34,75.69,44.16,19.92,30.53,73.14999999999998,67.94,35.1,11.89,82.64999999999998,69.72,83.52,32.76,41.65,0.0,1.08,0.61,0.42,0.54,0.0,0.63,9.72,0.96,1.7,2.73,3.75,0.0
2011-04-09,63.9,30.4,28.2,42.33,78.96,34.78,27.36,33.0,56.0,11.34,77.28,63.19,59.22,16.0,31.28,22.57,12.98,65.25,68.30999999999999,19.68,40.42,38.0,78.26,24.3,18.45,29.45,73.86999999999998,74.88,25.74,35.7,0.0,1.22,0.5,0.34,0.9,0.0,0.62,6.6,0.8099999999999999,1.1,2.25,4.1000000000000005,0.0
2011-04-10,67.5,29.12,29.1,42.33,78.11999999999998,25.16,28.08,33.75,11.9,17.28,68.03999999999999,54.67,48.51,20.0,42.32,25.62,13.57,53.94,65.55,15.84,40.85,36.1,76.53999999999998,28.08,13.94,27.55,64.74,72.0,26.130000000000006,49.3,0.0,1.22,0.48,0.36,0.71,0.0,0.8200000000000001,6.48,0.8099999999999999,0.48,1.65,4.45,0.0
2011-04-11,81.0,26.24,25.5,42.33,66.36,49.58,24.12,16.5,46.9,12.420000000000002,70.56,58.22,51.03,14.6,61.64,43.92,10.03,69.6,44.85,16.8,29.67,71.25,63.64,34.56,41.0,74.1,68.89,94.08,28.47,39.95,0.0,1.8,0.65,0.3,0.45,0.0,0.49,10.8,1.2,1.4,2.13,4.45,0.0
2011-04-12,86.4,27.52,25.8,45.39,66.36,62.16,22.32,41.25,70.0,8.100000000000001,71.39999999999998,60.35,56.7,13.8,58.88,46.97,14.75,70.47,42.78,21.12,30.96,95.0,65.36,37.26000000000001,22.55,92.15,68.89,91.2,33.93,47.6,0.0,1.6,0.53,0.36,0.37,0.0,0.67,9.72,0.8999999999999999,0.7000000000000001,2.25,4.75,0.0
2011-04-13,90.0,27.52,25.5,44.37,68.03999999999999,42.18,22.32,75.0,62.3,16.740000000000002,81.48,61.77,51.66,14.2,77.28,45.14,24.78,67.86,45.54,22.32,30.1,91.2,67.08,27.540000000000006,27.47,94.05,68.06,92.16,31.200000000000006,56.1,0.0,1.34,0.53,0.3,0.6,0.0,0.67,9.6,2.43,1.04,1.53,4.800000000000002,0.0
2011-04-14,89.10000000000002,26.56,25.5,44.37,68.88,44.4,22.32,59.25,42.0,34.56,71.39999999999998,61.06,53.55,8.6,88.32000000000002,61.0,20.06,70.47,41.4,22.8,30.96,77.89999999999998,70.52,31.860000000000007,6.97,95.0,70.55,94.08,32.76,27.2,0.0,1.6,0.59,0.36,0.61,0.0,0.79,11.4,0.63,1.06,2.67,4.15,0.0
2011-04-15,79.2,27.84,25.2,45.39,69.72,55.5,23.76,0.0,34.3,22.14,73.08,61.06,59.22,11.2,92.0,43.31,21.24,87.0,44.16,20.16,30.96,76.95,75.67999999999998,32.40000000000001,17.22,83.6,71.38,80.64,31.98,56.1,0.0,1.84,0.54,0.4,0.24,0.0,0.71,8.4,0.63,0.36,2.43,4.0,0.0
2011-04-16,65.7,30.72,27.3,44.37,79.8,19.98,27.0,21.75,19.6,10.8,71.39999999999998,61.77,51.66,12.0,39.56,23.79,12.98,70.47,62.1,16.32,39.56,38.95,71.38,26.46,9.02,34.2,83.0,81.6,24.57,24.65,0.0,1.56,0.51,0.32,0.29,0.0,0.65,9.24,0.8099999999999999,1.82,2.61,3.6,0.0
2011-04-17,69.3,31.04,28.5,42.33,77.28,26.64,28.08,0.0,23.8,0.0,74.75999999999998,57.51,50.4,14.4,39.56,27.45,53.69,53.07,64.86,18.48,39.56,38.95,74.82,17.82,18.45,26.6,65.57,82.56,24.96,21.25,0.0,2.0,1.0,0.62,0.3,0.0,0.62,6.96,1.65,0.78,1.86,3.7,0.0
2011-04-18,82.8,27.84,27.0,42.33,67.2,56.98,23.4,50.25,38.5,21.06,73.08,58.22,54.81,13.8,65.32000000000001,41.48,20.06,71.34,45.54,22.32,30.96,72.2,67.08,35.1,18.45,79.8,70.55,91.2,27.69,53.55,0.0,1.62,0.81,2.0,0.52,0.0,0.64,12.0,2.13,1.28,2.16,4.0,0.0
2011-04-19,86.4,28.48,26.1,42.84,70.56,71.78,22.68,49.5,35.0,8.64,80.64,60.35,56.7,11.0,57.96,44.53,10.03,69.6,44.16,19.68,30.96,76.0,67.08,31.860000000000007,22.55,95.0,71.38,90.24,28.86,50.15,0.0,1.4,0.65,0.66,0.52,0.0,0.98,7.92,1.7999999999999998,1.04,2.1,4.2,0.0
2011-04-20,89.10000000000002,29.12,25.5,43.86,69.72,50.32,23.04,24.75,44.8,29.700000000000006,84.0,58.93,53.55,9.2,64.4,40.87,29.5,66.99,44.16,24.0,31.39,76.0,67.08,30.24,15.989999999999998,91.2,73.03999999999998,89.28,33.15,26.35,0.0,1.34,0.5700000000000001,0.52,0.45,0.0,0.8200000000000001,7.3199999999999985,1.83,1.24,1.38,4.3500000000000005,0.0
2011-04-21,83.7,29.12,25.2,42.84,70.56,74.0,22.68,51.75,37.1,30.78,73.08,61.06,54.81,12.0,66.24000000000001,51.85,41.89,66.12,44.16,22.56,29.67,74.1,65.36,25.92,21.32,88.35,68.89,82.56,28.86,33.15,0.0,1.76,0.52,0.6,0.39,0.0,0.99,6.96,1.26,2.0,1.26,3.45,0.0
2011-04-22,74.7,29.44,26.7,45.39,74.75999999999998,38.48,25.2,55.5,32.9,9.18,79.8,61.06,57.33,13.0,55.2,32.94,11.21,70.47,51.06,20.16,34.4,65.55,67.94,23.76,22.96,69.35,69.72,83.52,39.0,32.3,0.0,1.16,0.36,0.42,0.5,0.0,0.67,7.92,1.35,0.64,2.04,2.95,0.0
2011-04-23,66.60000000000001,32.0,27.6,42.33,79.8,26.64,28.08,22.5,28.0,0.0,76.44,61.06,51.66,13.0,25.76,14.03,13.57,64.38,66.92999999999999,14.4,36.55,36.1,72.24,17.82,9.02,28.5,68.06,72.0,28.47,21.25,0.0,1.28,0.3,0.28,0.5,0.0,1.0,6.48,1.62,0.7000000000000001,1.65,3.5500000000000003,0.0
2011-04-24,63.9,31.36,28.5,42.33,84.0,28.12,36.0,47.25,16.799999999999994,11.88,68.88,52.54,47.88,18.6,26.68,17.69,28.32,46.11,69.0,15.12,37.41,33.25,83.42,18.36,9.84,33.25,63.08,77.75999999999998,20.67,85.0,0.0,1.4,0.39,0.24,0.53,0.0,0.75,4.08,1.29,1.0,1.29,4.15,0.0
2011-04-25,81.9,28.16,27.0,42.84,70.56,47.36,24.48,58.5,26.6,34.02,80.64,65.32,56.7,11.4,89.24000000000002,35.99,40.12,64.38,49.67999999999999,19.68,32.25,69.35,66.22,33.480000000000004,18.45,81.7,77.19,85.44,27.69,51.0,0.0,1.5,0.56,0.4,0.61,0.0,0.79,9.96,1.86,1.18,1.86,3.95,0.0
2011-04-26,85.5,26.56,27.6,44.88,69.72,43.66,21.6,16.5,35.0,16.740000000000002,75.6,65.32,54.81,12.8,62.56,46.97,34.22,63.51,44.16,21.12,28.38,74.1,66.22,35.64,20.09,92.15,75.53,96.0,26.91,44.2,0.0,0.84,0.49,0.18,0.22,0.0,0.7000000000000001,9.12,3.0,1.14,1.95,4.9,0.0
2011-04-27,85.5,27.52,25.2,44.37,68.03999999999999,55.5,21.6,0.0,46.2,8.100000000000001,69.72,63.9,56.07,12.0,64.4,44.53,24.19,66.12,41.4,20.88,29.24,80.75,64.5,36.18,22.55,90.25,77.19,88.32,30.81,41.65,0.0,1.12,0.75,0.26,0.44,0.0,0.59,8.04,1.77,1.02,2.25,4.3500000000000005,0.0
2011-04-28,81.0,29.76,24.6,44.37,68.03999999999999,49.58,22.32,41.25,56.0,12.420000000000002,71.39999999999998,71.0,52.29,11.8,85.56,46.97,59.0,66.12,40.02,19.68,28.81,76.0,58.48,54.0,18.04,86.45,67.22999999999999,87.36,28.08,45.05,0.0,1.22,0.47,0.32,0.44,0.0,0.74,7.8,1.7999999999999998,0.8,2.76,3.8,0.0
2011-04-29,73.8,26.88,24.6,43.86,68.03999999999999,48.84,21.6,0.0,30.8,17.28,77.28,63.9,53.55,12.4,79.12,35.99,20.65,75.69,39.33,18.48,27.95,67.45,61.92,52.38,9.43,74.1,69.72,82.56,35.1,55.25,0.0,1.68,0.38,0.34,0.31,0.0,0.55,9.0,0.96,0.74,1.74,3.2,0.0
2011-04-30,59.4,30.4,27.0,43.35,78.96,23.68,27.0,22.5,19.6,11.34,65.52,64.61,54.18,13.8,40.48,14.03,33.04,71.34,60.03,18.72,35.26,35.15,69.66,41.58000000000001,9.02,29.45,74.7,73.92,28.08,37.4,0.0,0.8200000000000001,0.2,0.28,0.3,0.0,0.71,6.72,0.0,0.46,1.65,2.9000000000000004,0.0
2011-05-01,57.85,30.08,28.21,36.72,83.16,25.9,31.200000000000006,14.95,26.0,17.39,56.32,65.32,55.04,21.16,43.0,25.65,53.29,59.84,63.64,20.02,39.36,36.66,71.39999999999998,45.36,0.0,25.81,73.1,79.17,29.26,33.6,0.0,1.94,0.21,0.5700000000000001,1.0,0.0,0.42,5.88,1.14,1.06,2.22,3.04,0.0
2011-05-02,66.75,26.24,25.42,38.34,68.88,52.5,23.79,0.0,34.45,0.0,68.64,63.9,55.04,16.330000000000002,67.94,56.99999999999999,28.47,76.56,39.22,24.18,28.7,63.92,54.6,54.0,24.03,72.09,75.64999999999998,77.35000000000002,32.3,70.56,0.0,1.52,1.0,0.62,0.67,0.0,0.42,11.4,2.16,1.06,1.59,3.0,0.0
2011-05-03,78.32000000000002,29.12,27.59,37.26000000000001,71.39999999999998,62.99999999999999,24.18,65.0,22.1,45.12,73.92,68.86999999999999,56.96,14.26,73.96,55.85999999999999,24.09,78.32000000000002,38.48,18.46,29.11,72.38,68.88,41.58000000000001,15.39,78.32000000000002,75.64999999999998,86.45,30.02,84.0,0.0,1.52,0.53,0.46,0.68,0.0,0.64,9.6,1.65,0.98,1.47,3.68,0.0
2011-05-04,72.98,28.16,27.28,38.34,70.56,59.49999999999999,25.35,33.15,54.6,25.85,86.24,67.45,57.6,13.8,60.2,45.03,34.31,73.92,38.48,23.4,29.11,81.78,63.0,43.2,16.740000000000002,80.99,75.64999999999998,87.36,29.26,41.16,0.0,1.98,0.33,0.4,0.74,0.0,0.5,9.96,1.68,0.7000000000000001,2.34,3.44,0.0
2011-05-05,71.2,26.56,27.28,38.88,67.2,64.39999999999999,24.57,22.75,59.8,0.0,88.0,63.19,56.32,14.49,53.32,53.01,29.93,73.04,36.26,26.0,27.47,87.42,63.0,52.92,24.03,80.1,68.0,88.27,32.68,54.6,0.0,2.0,0.44,0.5,0.7000000000000001,0.0,0.51,9.12,0.87,0.8200000000000001,2.37,3.24,0.0
2011-05-06,72.98,27.52,25.11,38.34,70.56,60.2,26.91,12.35,42.25,14.1,80.08,63.9,57.6,15.64,57.62,45.6,16.06,81.84,39.22,21.84,30.34,79.89999999999998,63.84,38.88,12.15,72.09,73.1,88.27,37.24,44.52,0.0,1.8,0.4,0.51,0.5,0.0,0.31,10.32,1.83,0.76,0.75,2.96,0.0
2011-05-07,56.96,32.0,28.21,37.26000000000001,80.64,28.0,31.200000000000006,0.0,22.1,0.0,70.4,64.61,60.16,16.330000000000002,28.38,26.22,13.87,72.16,55.5,17.94,38.13,34.78,69.72,29.160000000000004,12.420000000000002,28.48,75.64999999999998,76.44,29.26,19.32,0.0,1.28,0.25,0.4,0.79,0.0,0.56,7.199999999999998,2.91,0.68,2.25,2.8000000000000003,0.0
2011-05-08,57.85,31.68,30.07,37.26000000000001,84.0,32.2,30.42,0.0,13.65,0.0,71.28,59.64,52.48,19.55,36.12,25.65,35.04,54.56,60.68,18.2,37.72,33.84,76.44,30.78,14.04,24.92,69.7,74.62,26.6,26.04,0.0,1.58,0.17,0.31,0.64,0.0,0.7000000000000001,5.76,2.4,0.62,0.57,3.12,0.0
2011-05-09,70.31,30.08,27.28,39.96,68.03999999999999,64.39999999999999,25.74,11.05,26.0,19.74,73.92,65.32,53.12000000000001,17.02,44.72,50.16,59.13,74.8,41.44,22.1,27.88,73.32,60.48,47.52,15.93,78.32000000000002,74.8,88.27,34.2,48.72,0.0,1.5,0.48,0.5700000000000001,0.7000000000000001,0.0,0.67,10.56,1.29,1.06,1.83,3.0,0.0
2011-05-10,89.0,29.12,27.28,41.040000000000006,68.03999999999999,62.3,25.35,0.0,26.0,13.16,78.32000000000002,64.61,57.6,14.95,62.78,42.18,35.04,74.8,47.36,22.62,27.88,86.47999999999998,69.72,49.14,27.0,88.11,74.8,91.0,38.0,80.64,0.0,1.94,0.38,0.73,0.52,0.0,0.75,9.84,2.52,0.4,1.65,3.88,0.0
2011-05-11,84.55,26.88,26.35,44.82,69.72,49.0,25.35,33.15,45.5,39.95,77.44,62.48,55.04,15.41,72.24,50.16,54.75,75.68,39.96,24.44,29.11,90.24,66.36,43.2,10.260000000000002,80.99,68.85,88.27,37.24,35.28,0.0,1.74,0.44,0.72,0.6900000000000001,0.0,0.6900000000000001,10.2,2.28,0.8,1.38,3.68,0.0
2011-05-12,79.21000000000002,26.88,26.04,41.040000000000006,69.72,50.4,24.96,22.75,42.9,33.37,72.16,61.77,56.32,13.8,67.08,43.88999999999999,40.15,77.44,39.96,20.54,28.7,94.0,64.67999999999999,52.92,20.520000000000003,89.0,79.05,85.54,35.34,73.08,0.0,1.76,0.39,1.0,0.35000000000000003,0.0,0.48,11.04,2.01,1.32,2.37,3.28,0.0
2011-05-13,68.53,27.84,26.35,40.5,71.39999999999998,50.4,26.91,0.0,52.0,41.83,78.32000000000002,65.32,64.0,16.79,73.1,35.91,31.39,85.36,45.14,18.2,30.34,84.6,65.52,39.96,14.31,73.87,79.05,89.18,34.2,40.32,0.0,1.92,0.33,0.47,0.68,0.0,0.6,10.56,0.8999999999999999,0.74,1.62,2.64,0.0
2011-05-14,56.96,31.04,29.45,38.88,81.48,24.5,30.81,0.0,26.0,17.39,70.4,71.0,57.6,14.95,36.12,21.66,26.28,74.8,65.86,15.08,39.77,36.66,75.6,34.02,13.5,23.14,79.89999999999998,73.71000000000002,26.22,29.4,0.0,1.38,0.26,0.42,0.85,0.0,0.71,6.0,2.25,0.54,1.47,3.0,0.0
2011-05-15,64.97,31.04,31.0,37.8,83.16,36.4,31.98,29.25,38.35,25.85,67.76,62.48,57.6,14.72,23.22,24.51,26.28,58.08,70.3,19.76,41.0,39.48,69.72,32.940000000000005,8.91,28.48,77.35,84.63000000000002,23.56,29.4,0.0,1.42,0.29,0.59,0.31,0.0,0.71,5.2799999999999985,1.14,0.4,1.47,2.88,0.0
2011-05-16,74.76,28.16,27.28,38.34,67.2,67.19999999999999,25.74,33.15,22.75,19.74,71.28,66.03,59.52,15.41,61.06,49.59,19.71,75.68,48.1,22.62,31.57,76.14,60.48,34.02,27.0,78.32000000000002,81.6,88.27,37.24,47.88,0.0,1.42,0.47,0.42,0.52,0.0,0.63,10.2,1.98,1.1,1.38,3.12,0.0
2011-05-17,76.54,28.48,28.21,38.88,69.72,46.9,24.96,33.15,54.6,19.74,75.68,67.45,60.8,13.8,77.4,45.6,19.71,74.8,44.4,23.4,30.75,84.6,66.36,35.1,15.66,79.21000000000002,79.05,91.0,35.72,66.36,0.0,1.88,0.38,0.46,0.86,0.0,0.68,9.6,1.95,0.8,2.19,4.0,0.0
2011-05-18,74.76,29.12,26.97,38.88,68.03999999999999,58.8,26.130000000000006,43.55,35.1,39.01,72.16,65.32,56.96,14.95,86.0,31.92,44.53,71.28,42.92,20.02,30.34,83.66,69.72,43.74,15.66,82.77,73.95,86.45,31.16,82.32,0.0,1.48,0.41,0.62,0.46,0.0,0.6900000000000001,10.56,1.26,0.9,3.0,3.64,0.0
