date,Pfizer
2013-12-10,28.220000000000002
2013-12-11,25.840000000000003
2013-12-12,25.500000000000004
2013-12-13,22.1
2013-12-14,16.32
2013-12-15,14.96
2013-12-16,16.32
2013-12-17,34.0
2013-12-18,26.520000000000003
2013-12-19,29.240000000000002
2013-12-20,22.78
2013-12-21,8.84
2013-12-22,8.84
2013-12-23,13.600000000000001
2013-12-24,17.68
2013-12-25,9.860000000000001
2013-12-26,17.0
2013-12-27,14.96
2013-12-28,13.940000000000001
2013-12-29,11.9
2013-12-30,21.42
2013-12-31,13.940000000000001
2014-01-01,13.12
2014-01-02,22.549999999999997
2014-01-03,20.5
2014-01-04,14.35
2014-01-05,13.53
2014-01-06,31.569999999999997
2014-01-07,30.749999999999996
2014-01-08,31.159999999999997
2014-01-09,31.159999999999997
2014-01-10,34.85
2014-01-11,21.73
2014-01-12,20.09
2014-01-13,28.7
2014-01-14,38.949999999999996
2014-01-15,35.669999999999995
2014-01-16,27.47
2014-01-17,30.34
2014-01-18,19.68
2014-01-19,16.4
2014-01-20,20.5
2014-01-21,31.979999999999997
2014-01-22,39.36
2014-01-23,29.93
2014-01-24,28.7
2014-01-25,22.139999999999997
2014-01-26,14.35
2014-01-27,36.08
2014-01-28,41.0
2014-01-29,39.36
2014-01-30,37.309999999999995
2014-01-31,39.36
2014-02-01,14.040000000000001
2014-02-02,10.92
2014-02-03,28.080000000000002
2014-02-04,39.0
2014-02-05,37.050000000000004
2014-02-06,28.080000000000002
2014-02-07,27.3
2014-02-08,21.45
2014-02-09,14.82
2014-02-10,33.54
2014-02-11,27.3
2014-02-12,31.98
2014-02-13,24.96
2014-02-14,22.23
2014-02-15,14.43
2014-02-16,16.77
2014-02-17,23.400000000000002
2014-02-18,25.35
2014-02-19,33.93
2014-02-20,23.400000000000002
2014-02-21,25.740000000000002
2014-02-22,10.92
2014-02-23,16.38
2014-02-24,30.42
2014-02-25,35.88
2014-02-26,25.35
2014-02-27,30.810000000000002
2014-02-28,31.59
2014-03-01,18.48
2014-03-02,14.7
2014-03-03,26.88
2014-03-04,32.76
2014-03-05,23.52
2014-03-06,37.8
2014-03-07,29.4
2014-03-08,14.7
2014-03-09,19.32
2014-03-10,25.619999999999997
2014-03-11,24.779999999999998
2014-03-12,42.0
2014-03-13,33.18
2014-03-14,26.04
2014-03-15,16.8
2014-03-16,10.5
2014-03-17,24.779999999999998
2014-03-18,28.56
2014-03-19,29.82
2014-03-20,28.56
2014-03-21,27.72
2014-03-22,18.48
